time,測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),降水量(mm),pm25,03F2100N,03F2100S,03F2125N,03F2129S
2024-09-10 22:00:00,998.2,25.3,95.0,0.7,77.0,0.0,13.0,864.0,1060.0,1176.0,1450.0
2024-09-10 23:00:00,998.6,25.2,95.0,0.6,82.0,0.0,21.0,517.0,620.0,675.0,830.0
2024-09-11 00:00:00,998.5,25.1,95.0,1.3,87.0,0.0,25.0,332.0,354.0,443.0,534.0
2024-09-11 01:00:00,998.2,25.0,96.0,1.1,82.0,0.0,23.0,238.0,277.0,290.0,366.0
2024-09-11 02:00:00,998.2,24.9,96.0,1.3,74.0,0.0,14.0,198.0,211.0,249.0,254.0
2024-09-11 03:00:00,998.2,25.0,96.0,0.9,92.0,0.0,13.0,187.0,201.0,261.0,251.0
2024-09-11 04:00:00,998.0,25.0,96.0,0.8,86.0,0.0,14.0,306.0,287.0,354.0,402.0
2024-09-11 05:00:00,998.4,24.7,96.0,1.0,89.0,0.0,14.0,636.0,549.0,704.0,901.0
2024-09-11 06:00:00,999.0,24.6,96.0,1.1,95.0,0.0,17.0,2171.0,1494.0,2409.0,2457.0
2024-09-11 07:00:00,999.6,26.0,92.0,0.9,90.0,0.0,17.0,5030.0,3588.0,5565.0,5093.0
2024-09-11 08:00:00,999.8,29.6,77.0,0.1,0.0,0.0,17.0,4129.0,4306.0,4699.0,5695.0
2024-09-11 09:00:00,1000.0,30.6,70.0,1.1,220.0,0.0,14.0,3573.0,4191.0,4152.0,5773.0
2024-09-11 10:00:00,1000.2,31.6,66.0,0.9,234.0,0.0,12.0,3343.0,4007.0,3974.0,5217.0
2024-09-11 11:00:00,999.7,32.4,62.0,0.8,261.0,0.0,9.0,3207.0,3405.0,3822.0,4419.0
2024-09-11 12:00:00,999.1,33.0,61.0,1.0,287.0,0.0,7.0,3179.0,2899.0,3932.0,3831.0
2024-09-11 13:00:00,998.1,33.9,57.0,1.1,249.0,0.0,15.0,3469.0,3179.0,4415.0,4091.0
2024-09-11 14:00:00,997.3,32.7,70.0,2.0,307.0,0.0,24.0,3774.0,3503.0,4850.0,4368.0
2024-09-11 15:00:00,997.2,32.6,69.0,2.1,299.0,0.0,24.0,4274.0,3339.0,5506.0,4052.0
2024-09-11 16:00:00,997.2,31.4,72.0,2.2,311.0,0.0,26.0,4712.0,3584.0,6489.0,4149.0
2024-09-11 17:00:00,997.7,30.7,74.0,1.4,281.0,0.0,25.0,4169.0,4200.0,6169.0,4942.0
2024-09-11 18:00:00,998.5,28.7,83.0,1.3,73.0,0.0,16.0,3399.0,3374.0,4531.0,4023.0
2024-09-11 19:00:00,998.7,26.5,94.0,1.1,95.0,2.0,14.0,2381.0,2394.0,3071.0,2881.0
2024-09-11 20:00:00,999.0,26.1,95.0,1.1,66.0,0.0,16.0,1607.0,1778.0,2185.0,2321.0
2024-09-11 21:00:00,999.2,25.5,95.0,1.0,58.0,0.0,18.0,1272.0,1655.0,1716.0,2098.0
2024-09-11 22:00:00,999.8,25.4,95.0,1.0,83.0,0.0,12.0,872.0,1077.0,1189.0,1512.0
2024-09-11 23:00:00,1000.0,25.4,96.0,0.9,85.0,0.0,12.0,555.0,650.0,741.0,805.0
2024-09-12 00:00:00,999.9,25.3,96.0,1.3,82.0,0.0,11.0,314.0,423.0,452.0,555.0
2024-09-12 01:00:00,999.6,25.3,96.0,1.2,82.0,0.0,9.0,247.0,294.0,304.0,384.0
2024-09-12 02:00:00,999.0,25.4,95.0,0.8,106.0,0.0,10.0,191.0,200.0,265.0,256.0
2024-09-12 03:00:00,998.8,25.4,95.0,0.7,86.0,0.0,12.0,213.0,183.0,262.0,253.0
2024-09-12 04:00:00,998.7,25.2,95.0,0.7,122.0,0.0,12.0,302.0,275.0,345.0,361.0
2024-09-12 05:00:00,998.8,25.3,96.0,0.9,100.0,0.0,13.0,583.0,585.0,675.0,808.0
2024-09-12 06:00:00,999.4,25.4,95.0,1.0,103.0,0.0,14.0,2103.0,1403.0,2362.0,2317.0
2024-09-12 07:00:00,999.6,25.4,96.0,1.3,81.0,3.5,14.0,5063.0,3623.0,5640.0,5174.0
2024-09-12 08:00:00,999.6,28.4,87.0,0.1,0.0,0.5,14.0,3992.0,4214.0,4569.0,5814.0
2024-09-12 09:00:00,999.4,29.5,78.0,0.5,31.0,0.0,26.0,3381.0,4067.0,3927.0,5593.0
2024-09-12 10:00:00,999.0,29.7,78.0,0.6,213.0,0.0,28.0,3291.0,3710.0,3776.0,5078.0
2024-09-12 11:00:00,998.1,30.9,71.0,0.7,134.0,0.0,24.0,3122.0,3463.0,3902.0,4579.0
2024-09-12 12:00:00,997.4,30.9,71.0,0.4,109.0,0.0,22.0,3089.0,3077.0,3911.0,4049.0
2024-09-12 13:00:00,996.8,31.1,71.0,0.8,285.0,0.0,23.0,3552.0,3287.0,4484.0,4232.0
2024-09-12 14:00:00,996.5,30.8,72.0,1.3,280.0,0.0,15.0,3821.0,3655.0,4890.0,4455.0
2024-09-12 15:00:00,996.2,30.7,73.0,1.1,301.0,0.0,22.0,4351.0,3615.0,5582.0,4316.0
2024-09-12 16:00:00,996.2,30.3,75.0,1.4,309.0,0.0,22.0,4646.0,3993.0,6254.0,4721.0
2024-09-12 17:00:00,995.9,29.9,81.0,0.3,76.0,0.0,28.0,4960.0,4436.0,6515.0,5231.0
2024-09-12 18:00:00,996.0,28.6,88.0,0.7,62.0,0.0,27.0,3580.0,3385.0,4529.0,4056.0
2024-09-12 19:00:00,996.3,27.4,92.0,1.5,78.0,0.0,26.0,2342.0,2411.0,3248.0,2876.0
2024-09-12 20:00:00,996.3,26.9,94.0,0.7,76.0,0.0,22.0,1586.0,1939.0,2141.0,2509.0
2024-09-12 21:00:00,996.5,26.6,94.0,1.0,95.0,0.0,22.0,1413.0,1713.0,1868.0,2248.0
2024-09-12 22:00:00,996.6,26.4,95.0,1.0,87.0,0.0,22.0,973.0,1188.0,1240.0,1602.0
2024-09-12 23:00:00,996.6,26.3,95.0,0.9,86.0,0.0,25.0,534.0,688.0,720.0,939.0
2024-09-13 00:00:00,996.1,26.4,93.0,0.1,0.0,0.0,22.0,348.0,412.0,472.0,566.0
2024-09-13 01:00:00,995.4,25.9,93.0,0.4,93.0,0.0,20.666666666666668,230.0,271.0,325.0,384.0
2024-09-13 02:00:00,994.9,25.4,95.0,0.5,74.0,0.0,19.333333333333332,181.0,244.0,247.0,303.0
2024-09-13 03:00:00,994.8,25.1,95.0,1.6,69.0,0.0,18.0,220.0,175.0,252.0,250.0
2024-09-13 04:00:00,995.4,24.9,95.0,0.9,86.0,0.0,18.0,296.0,311.0,346.0,430.0
2024-09-13 05:00:00,995.6,24.6,96.0,1.3,76.0,0.0,18.0,665.0,589.0,747.0,852.0
2024-09-13 06:00:00,995.9,24.3,95.0,1.5,100.0,0.0,19.0,2135.0,1418.0,2403.0,2235.0
2024-09-13 07:00:00,996.4,25.5,91.0,0.9,83.0,0.0,23.0,4803.0,3555.0,5362.0,5035.0
2024-09-13 08:00:00,996.6,29.1,76.0,0.1,0.0,0.0,16.0,4043.0,4327.0,4671.0,5642.0
2024-09-13 09:00:00,996.4,31.0,68.0,0.2,0.0,0.0,18.0,3498.0,4121.0,3957.0,5621.0
2024-09-13 10:00:00,995.8,31.8,64.0,0.6,328.0,0.0,21.0,3466.0,3857.0,4074.0,5203.0
2024-09-13 11:00:00,995.2,32.4,61.0,1.0,243.0,0.0,30.0,3577.0,3582.0,4324.0,4694.0
2024-09-13 12:00:00,994.2,32.7,63.0,1.9,306.0,0.0,31.0,3400.0,3270.0,4328.0,4272.0
2024-09-13 13:00:00,993.6,31.8,69.0,1.4,274.0,0.0,22.0,3902.0,3549.0,4913.0,4636.0
2024-09-13 14:00:00,993.2,28.8,85.0,0.9,266.0,6.5,17.0,4491.0,4081.0,5724.0,5247.0
2024-09-13 15:00:00,992.1,29.3,88.0,0.8,106.0,2.5,10.0,4611.0,4398.0,5938.0,5441.0
2024-09-13 16:00:00,991.2,32.1,70.0,0.7,289.0,0.0,19.0,4949.0,4483.0,6755.0,5517.0
2024-09-13 17:00:00,991.5,30.3,79.0,1.0,144.0,0.0,12.0,4582.0,4443.0,5910.0,5929.0
2024-09-13 18:00:00,991.9,27.7,90.0,0.3,251.0,5.0,9.666666666666666,4337.0,4305.0,5291.0,5770.0
2024-09-13 19:00:00,993.9,23.4,92.0,4.8,99.0,18.5,7.333333333333333,3145.0,3829.0,4188.0,5091.0
2024-09-13 20:00:00,994.2,23.6,96.0,0.9,213.0,43.5,5.0,2740.0,3802.0,3672.0,5278.0
2024-09-13 21:00:00,993.8,23.8,95.0,1.8,99.0,0.0,8.0,2297.0,3804.0,3016.0,5114.0
2024-09-13 22:00:00,993.6,23.7,96.0,0.7,105.0,0.0,12.0,1533.0,3247.0,2061.0,4289.0
2024-09-13 23:00:00,993.7,23.5,97.0,1.1,94.0,0.5,8.0,983.0,2256.0,1200.0,2789.0
2024-09-14 00:00:00,993.5,23.6,97.0,1.5,87.0,0.0,4.0,587.0,1624.0,737.0,1932.0
2024-09-14 01:00:00,993.0,23.7,96.0,0.9,67.0,0.0,4.0,361.0,817.0,497.0,1055.0
2024-09-14 02:00:00,992.0,23.8,96.0,0.4,128.0,0.0,2.0,264.0,459.0,355.0,613.0
2024-09-14 03:00:00,991.5,24.1,94.0,0.8,84.0,0.0,5.0,259.0,386.0,311.0,516.0
2024-09-14 04:00:00,991.4,23.7,95.0,1.0,81.0,0.0,6.0,325.0,530.0,398.0,803.0
2024-09-14 05:00:00,991.4,23.7,96.0,0.8,119.0,0.0,5.0,606.0,1071.0,731.0,1643.0
2024-09-14 06:00:00,991.9,23.8,96.0,1.4,84.0,0.0,5.0,1453.0,1973.0,1691.0,3115.0
2024-09-14 07:00:00,992.5,24.6,94.0,0.5,77.0,0.0,7.0,2649.0,3682.0,3236.0,5653.0
2024-09-14 08:00:00,992.7,26.6,84.0,0.9,69.0,0.0,7.0,2901.0,5024.0,3847.0,6753.0
2024-09-14 09:00:00,992.7,28.6,72.0,0.6,319.0,0.0,13.0,3269.0,4848.0,4386.0,6921.0
2024-09-14 10:00:00,992.9,29.8,67.0,0.5,325.0,0.0,10.0,3542.0,4678.0,5038.0,6688.0
2024-09-14 11:00:00,992.3,29.9,67.0,0.7,37.0,0.0,7.0,3631.0,4866.0,5013.0,6745.0
2024-09-14 12:00:00,991.2,31.0,65.0,0.9,245.0,0.0,5.0,3676.0,4676.0,5138.0,6609.0
2024-09-14 13:00:00,990.5,29.1,68.0,1.7,197.0,0.0,3.0,4017.0,4779.0,5609.0,6505.0
2024-09-14 14:00:00,990.8,26.6,78.0,1.3,129.0,0.0,1.0,4117.0,4368.0,5803.0,5987.0
2024-09-14 15:00:00,991.8,23.5,92.0,2.1,175.0,8.5,2.0,4327.0,3953.0,4716.0,6010.0
2024-09-14 16:00:00,991.8,23.7,95.0,0.5,209.0,8.0,1.0,4812.0,4238.0,5483.0,6516.0
2024-09-14 17:00:00,991.4,24.8,91.0,0.3,100.0,0.5,1.0,4520.0,4582.0,6128.0,6611.0
2024-09-14 18:00:00,991.0,24.4,92.0,0.3,88.0,0.0,1.0,3341.0,4366.0,4541.0,6122.0
2024-09-14 19:00:00,991.7,23.8,95.0,0.8,106.0,0.0,10.0,2623.0,3380.0,3685.0,4724.0
2024-09-14 20:00:00,992.0,23.3,96.0,1.2,77.0,0.0,8.0,2509.0,2810.0,3682.0,3715.0
2024-09-14 21:00:00,992.4,23.0,96.0,0.9,89.0,0.0,6.0,2823.0,2690.0,4205.0,3372.0
2024-09-14 22:00:00,992.4,22.7,97.0,1.0,86.0,0.0,2.0,2282.0,2057.0,3575.0,2603.0
2024-09-14 23:00:00,992.0,22.6,96.0,1.1,96.0,0.0,3.0,1532.0,1486.0,2583.0,1742.0
2024-09-15 00:00:00,991.6,22.5,96.0,0.8,78.0,0.0,7.0,923.0,969.0,1509.0,1140.0
2024-09-15 01:00:00,991.1,22.5,96.0,1.0,70.0,0.0,5.0,544.0,560.0,779.0,709.0
2024-09-15 02:00:00,991.2,22.4,96.0,0.4,73.0,0.0,7.0,361.0,393.0,534.0,525.0
2024-09-15 03:00:00,991.0,22.1,97.0,1.3,81.0,0.0,5.0,296.0,310.0,402.0,448.0
2024-09-15 04:00:00,991.0,22.1,96.0,1.2,102.0,0.0,5.0,356.0,470.0,444.0,736.0
2024-09-15 05:00:00,991.0,22.1,95.0,0.5,90.0,0.0,6.0,614.0,782.0,694.0,1244.0
2024-09-15 06:00:00,991.7,22.0,95.0,0.9,62.0,0.0,6.0,935.0,1339.0,1119.0,2182.0
2024-09-15 07:00:00,992.8,23.9,89.0,0.7,69.0,0.0,7.0,1586.0,2205.0,1981.0,3790.0
2024-09-15 08:00:00,993.3,26.8,75.0,0.3,252.0,0.0,6.0,2143.0,2957.0,2661.0,4833.0
2024-09-15 09:00:00,993.5,28.3,70.0,0.4,315.0,0.0,6.0,2832.0,3720.0,3671.0,5959.0
2024-09-15 10:00:00,993.5,29.9,63.0,0.9,348.0,0.0,7.0,3813.0,4200.0,5070.0,6331.0
2024-09-15 11:00:00,993.1,30.7,59.0,1.4,267.0,0.0,10.0,4231.0,3934.0,5550.0,5816.0
2024-09-15 12:00:00,992.7,31.6,56.0,1.7,288.0,0.0,8.0,4140.0,3348.0,5770.0,4834.0
2024-09-15 13:00:00,992.0,32.3,58.0,1.2,314.0,0.0,5.0,5059.0,3417.0,6874.0,5014.0
2024-09-15 14:00:00,991.3,32.6,55.0,1.6,297.0,0.0,4.0,5490.0,3677.0,7517.0,5504.0
2024-09-15 15:00:00,990.9,33.3,53.0,1.5,270.0,0.0,6.0,5243.0,3889.0,7052.0,5720.0
2024-09-15 16:00:00,990.8,32.5,59.0,1.5,279.0,0.0,6.0,5130.0,3789.0,7079.0,5502.0
2024-09-15 17:00:00,991.5,32.0,56.0,1.5,309.0,0.0,2.0,4861.0,3559.0,6816.0,5103.0
2024-09-15 18:00:00,992.2,30.2,66.0,0.5,151.0,0.0,1.0,4600.0,3015.0,6497.0,4216.0
2024-09-15 19:00:00,992.9,27.5,80.0,1.2,100.0,0.0,4.0,4662.0,2806.0,6696.0,3975.0
2024-09-15 20:00:00,993.3,26.1,88.0,1.5,89.0,0.0,12.0,4628.0,2938.0,6486.0,3944.0
2024-09-15 21:00:00,994.0,25.2,91.0,1.7,72.0,0.0,15.0,4644.0,2544.0,6635.0,3483.0
2024-09-15 22:00:00,994.2,24.8,93.0,1.6,81.0,0.0,10.0,2553.0,1772.0,3824.0,2355.0
2024-09-15 23:00:00,994.4,24.7,93.0,1.3,82.0,0.0,8.0,1250.0,1006.0,1806.0,1283.0
2024-09-16 00:00:00,994.2,24.5,92.0,1.4,90.0,0.0,8.0,610.0,573.0,860.0,720.0
2024-09-16 01:00:00,993.8,24.0,93.0,1.1,80.0,0.0,9.0,343.0,342.0,522.0,453.0
2024-09-16 02:00:00,993.8,23.9,93.0,1.5,97.0,0.0,6.0,244.0,264.0,325.0,337.0
2024-09-16 03:00:00,993.6,23.9,93.0,1.2,73.0,0.0,6.0,231.0,216.0,318.0,312.0
2024-09-16 04:00:00,993.8,23.8,94.0,1.0,97.0,0.0,7.0,338.0,252.0,422.0,399.0
2024-09-16 05:00:00,994.3,23.7,95.0,1.0,105.0,0.0,8.0,655.0,559.0,745.0,868.0
2024-09-16 06:00:00,994.9,23.7,95.0,0.9,94.0,0.0,6.0,2204.0,1488.0,2549.0,2426.0
2024-09-16 07:00:00,995.1,26.0,86.0,0.9,72.0,0.0,6.0,4630.0,3605.0,5329.0,5149.0
2024-09-16 08:00:00,995.0,29.1,72.0,0.5,258.0,0.0,11.0,3806.0,4061.0,4428.0,5624.0
2024-09-16 09:00:00,995.0,31.7,60.0,0.2,0.0,0.0,11.0,3530.0,3763.0,4137.0,5441.0
2024-09-16 10:00:00,995.0,31.7,60.0,0.5,252.0,0.0,7.0,3571.0,3848.0,4343.0,5409.0
2024-09-16 11:00:00,995.0,32.5,57.0,0.8,196.0,0.0,5.0,3664.0,3640.0,4593.0,4810.0
2024-09-16 12:00:00,994.0,33.1,51.0,1.1,204.0,0.0,9.0,3521.0,3125.0,4633.0,4166.0
2024-09-16 13:00:00,993.0,34.1,53.0,0.8,230.0,0.0,10.0,4010.0,3288.0,5190.0,4375.0
2024-09-16 14:00:00,992.7,33.7,53.0,0.9,292.0,0.0,13.0,4527.0,3598.0,5932.0,4819.0
2024-09-16 15:00:00,992.9,32.1,68.0,1.7,301.0,0.0,17.0,4759.0,3774.0,6353.0,4742.0
2024-09-16 16:00:00,993.0,31.6,70.0,1.5,312.0,0.0,13.0,5238.0,3906.0,7007.0,4878.0
2024-09-16 17:00:00,993.5,31.7,72.0,1.4,284.0,0.0,16.0,5407.0,4321.0,6868.0,5553.0
2024-09-16 18:00:00,993.8,30.0,77.0,0.8,264.0,0.0,13.0,4106.0,4029.0,5134.0,5316.0
2024-09-16 19:00:00,993.9,28.2,87.0,0.7,71.0,0.0,22.0,2839.0,2937.0,3739.0,3946.0
2024-09-16 20:00:00,994.4,27.7,91.0,1.0,108.0,0.0,15.0,2183.0,2215.0,2978.0,3026.0
2024-09-16 21:00:00,994.7,27.4,92.0,0.9,81.0,0.0,15.0,1816.0,1980.0,2519.0,2696.0
2024-09-16 22:00:00,994.6,27.0,93.0,0.9,92.0,0.0,20.0,1398.0,1597.0,1910.0,2158.0
2024-09-16 23:00:00,994.3,26.7,93.0,0.8,78.0,0.0,16.5,959.0,1075.0,1477.0,1348.0
2024-09-17 00:00:00,993.8,26.5,94.0,0.6,94.0,0.0,13.0,795.0,770.0,1051.0,962.0
2024-09-17 01:00:00,993.9,26.4,94.0,1.1,103.0,0.0,16.0,471.0,472.0,636.0,591.0
2024-09-17 02:00:00,993.7,26.3,94.0,0.8,74.0,0.0,17.0,344.0,346.0,474.0,469.0
2024-09-17 03:00:00,994.7,26.3,94.0,0.7,110.0,0.0,14.0,272.0,259.0,359.0,391.0
2024-09-17 04:00:00,994.7,26.8,92.0,0.6,157.0,0.0,15.0,306.0,305.0,371.0,475.0
2024-09-17 05:00:00,995.3,27.2,89.0,0.3,38.0,0.0,21.0,486.0,551.0,565.0,848.0
2024-09-17 06:00:00,995.3,26.3,93.0,0.5,80.0,0.0,17.0,958.0,1039.0,1142.0,1737.0
2024-09-17 07:00:00,995.3,28.7,83.0,0.3,342.0,0.0,15.0,1632.0,1880.0,1953.0,2974.0
2024-09-17 08:00:00,995.3,32.0,72.0,0.1,0.0,0.0,16.0,1853.0,2431.0,2304.0,3993.0
2024-09-17 09:00:00,995.2,31.9,70.0,1.4,294.0,0.0,19.0,2498.0,3204.0,3130.0,5265.0
2024-09-17 10:00:00,995.3,33.4,65.0,1.5,321.0,0.0,15.0,3311.0,3652.0,4220.0,5688.0
2024-09-17 11:00:00,994.7,34.1,60.0,2.1,314.0,0.0,17.0,3480.0,3142.0,4510.0,4836.0
2024-09-17 12:00:00,994.2,35.0,58.0,1.9,291.0,0.0,25.0,3391.0,2670.0,4560.0,3904.0
2024-09-17 13:00:00,993.4,34.8,62.0,2.5,283.0,0.0,17.0,3891.0,2740.0,5361.0,3939.0
2024-09-17 14:00:00,992.9,34.0,63.0,2.5,282.0,0.0,18.0,4407.0,3165.0,6217.0,4470.0
2024-09-17 15:00:00,992.5,33.9,58.0,1.9,284.0,0.0,14.0,4490.0,3182.0,6396.0,4460.0
2024-09-17 16:00:00,991.9,33.3,65.0,1.9,280.0,0.0,13.0,4596.0,3323.0,6799.0,4466.0
2024-09-17 17:00:00,991.9,32.3,70.0,1.0,268.0,0.0,18.0,4669.0,3011.0,6412.0,4290.0
2024-09-17 18:00:00,992.3,30.7,78.0,0.4,69.0,0.0,22.0,3620.0,2452.0,5113.0,3191.0
2024-09-17 19:00:00,993.0,28.4,89.0,1.2,91.0,0.0,23.0,3410.0,2419.0,5079.0,3157.0
2024-09-17 20:00:00,993.6,27.8,91.0,1.3,95.0,0.0,27.0,3360.0,2439.0,5067.0,3183.0
2024-09-17 21:00:00,994.4,27.2,92.0,1.1,86.0,0.0,25.0,2819.0,2067.0,4093.0,2779.0
2024-09-17 22:00:00,994.4,26.7,93.0,1.3,89.0,0.0,24.0,1830.0,1408.0,2608.0,1843.0
2024-09-17 23:00:00,994.4,26.3,94.0,1.5,82.0,0.0,23.0,995.0,745.0,1402.0,1046.0
2024-09-18 00:00:00,994.4,26.2,94.0,1.2,82.0,0.0,21.0,538.0,445.0,747.0,576.0
2024-09-18 01:00:00,994.4,26.0,94.0,1.4,93.0,0.0,21.0,310.0,260.0,448.0,376.0
2024-09-18 02:00:00,994.4,25.7,92.0,1.1,86.0,0.0,20.0,216.0,194.0,291.0,245.0
2024-09-18 03:00:00,994.2,25.4,93.0,1.0,66.0,0.0,22.0,214.0,188.0,287.0,251.0
2024-09-18 04:00:00,993.8,25.2,94.0,0.9,80.0,0.0,15.0,309.0,270.0,362.0,391.0
2024-09-18 05:00:00,994.1,24.8,91.0,1.7,97.0,0.0,12.0,732.0,544.0,898.0,882.0
2024-09-18 06:00:00,993.9,24.9,93.0,1.0,62.0,0.0,17.0,2439.0,1633.0,2851.0,2743.0
2024-09-18 07:00:00,994.3,26.0,91.0,0.5,114.0,0.0,16.0,5159.0,3700.0,5885.0,5222.0
2024-09-18 08:00:00,994.4,27.3,80.0,0.9,280.0,0.0,16.0,4288.0,4137.0,5008.0,5797.0
2024-09-18 09:00:00,994.2,30.0,70.0,1.2,235.0,0.0,22.0,3523.0,4049.0,4232.0,5632.0
2024-09-18 10:00:00,994.1,29.2,72.0,1.0,199.0,0.0,22.0,3390.0,4386.0,4050.0,5697.0
2024-09-18 11:00:00,993.8,31.2,71.0,0.7,185.0,0.0,24.0,3226.0,4017.0,4002.0,5131.0
2024-09-18 12:00:00,993.4,31.8,69.0,1.2,199.0,0.0,26.0,3162.0,3172.0,4005.0,4224.0
2024-09-18 13:00:00,993.0,31.3,71.0,0.9,132.0,0.0,27.0,3588.0,3375.0,4509.0,4276.0
2024-09-18 14:00:00,992.4,32.1,66.0,0.6,129.0,0.0,27.0,3958.0,3523.0,5044.0,4451.0
2024-09-18 15:00:00,992.1,32.1,67.0,0.9,130.0,0.0,27.0,4051.0,3274.0,5323.0,3912.0
2024-09-18 16:00:00,991.9,32.1,67.0,0.6,114.0,0.0,24.0,4400.0,3409.0,5823.0,4093.0
2024-09-18 17:00:00,992.2,32.0,68.0,0.9,300.0,0.0,26.0,4372.0,4239.0,5684.0,4924.0
2024-09-18 18:00:00,992.2,30.0,72.0,0.7,191.0,0.0,14.0,3864.0,3345.0,5364.0,3849.0
2024-09-18 19:00:00,992.7,28.9,75.0,0.9,183.0,0.0,17.0,2292.0,2111.0,3166.0,2520.0
2024-09-18 20:00:00,993.3,27.5,81.0,0.7,81.0,0.0,18.0,1613.0,1775.0,2165.0,2248.0
2024-09-18 21:00:00,993.9,26.2,89.0,1.3,79.0,0.0,17.0,1364.0,1518.0,1827.0,1984.0
2024-09-18 22:00:00,994.0,26.0,92.0,1.0,77.0,0.0,15.0,878.0,1076.0,1224.0,1446.0
2024-09-18 23:00:00,994.1,25.8,92.0,0.8,65.0,0.0,19.0,541.0,657.0,788.0,862.0
2024-09-19 00:00:00,994.2,26.6,88.0,0.9,125.0,0.0,14.0,344.0,379.0,444.0,501.0
2024-09-19 01:00:00,994.2,26.0,90.0,1.2,104.0,0.0,19.0,212.0,242.0,294.0,340.0
2024-09-19 02:00:00,994.1,26.9,88.0,1.3,101.0,0.0,13.0,167.0,173.0,246.0,252.0
2024-09-19 03:00:00,993.4,27.5,84.0,1.6,91.0,0.0,15.0,228.0,166.0,296.0,247.0
2024-09-19 04:00:00,993.0,26.7,87.0,1.2,91.0,0.0,13.0,271.0,247.0,338.0,360.0
2024-09-19 05:00:00,993.5,25.4,90.0,0.6,81.0,0.0,17.0,567.0,464.0,676.0,728.0
2024-09-19 06:00:00,994.1,25.2,91.0,1.4,83.0,0.0,12.0,2062.0,1383.0,2390.0,2285.0
2024-09-19 07:00:00,994.3,26.6,86.0,1.2,93.0,0.0,14.0,4963.0,3503.0,5475.0,5038.0
2024-09-19 08:00:00,994.9,30.3,72.0,0.8,121.0,0.0,12.0,4021.0,4152.0,4537.0,5668.0
2024-09-19 09:00:00,994.6,31.6,63.0,0.7,223.0,0.0,12.0,3330.0,3956.0,3755.0,5483.0
2024-09-19 10:00:00,994.7,32.2,62.0,0.9,224.0,0.0,13.0,3212.0,3612.0,3726.0,4722.0
2024-09-19 11:00:00,994.5,32.9,59.0,1.2,267.0,0.0,10.0,3030.0,3219.0,3635.0,4256.0
2024-09-19 12:00:00,994.1,33.6,57.0,1.9,269.0,0.0,12.0,2924.0,2788.0,3752.0,3645.0
2024-09-19 13:00:00,993.5,34.4,56.0,1.9,252.0,0.0,13.0,3401.0,2945.0,4294.0,3708.0
2024-09-19 14:00:00,992.6,33.6,65.0,2.0,297.0,0.0,18.0,3759.0,3232.0,4808.0,4076.0
2024-09-19 15:00:00,992.8,29.1,79.0,0.7,36.0,0.0,5.0,4013.0,3188.0,5342.0,3980.0
2024-09-19 16:00:00,993.6,29.6,77.0,1.1,80.0,0.0,9.0,4295.0,3512.0,5802.0,4083.0
2024-09-19 17:00:00,993.5,29.4,81.0,1.4,112.0,0.0,10.0,4619.0,4380.0,5997.0,5188.0
2024-09-19 18:00:00,994.2,26.5,94.0,1.8,101.0,25.5,9.0,3463.0,3260.0,4403.0,4026.0
2024-09-19 19:00:00,995.0,25.8,96.0,1.2,101.0,16.0,6.0,2051.0,2153.0,2846.0,2626.0
2024-09-19 20:00:00,995.6,25.5,96.0,1.4,110.0,1.5,7.0,1611.0,1685.0,2118.0,2164.0
2024-09-19 21:00:00,996.4,25.6,95.0,1.0,117.0,0.0,10.0,1273.0,1572.0,1638.0,2027.0
2024-09-19 22:00:00,996.4,25.9,94.0,0.6,59.0,0.0,8.0,831.0,1031.0,1078.0,1392.0
2024-09-19 23:00:00,996.1,25.6,95.0,0.8,58.0,0.0,6.0,517.0,582.0,707.0,808.0
2024-09-20 00:00:00,995.9,25.7,94.0,0.4,56.0,0.0,4.0,340.0,383.0,459.0,569.0
2024-09-20 01:00:00,995.8,25.8,95.0,0.5,97.0,0.0,6.0,251.0,272.0,344.0,361.0
2024-09-20 02:00:00,995.5,25.9,95.0,0.9,85.0,0.0,5.0,206.0,208.0,273.0,291.0
2024-09-20 03:00:00,995.0,25.6,95.0,1.4,66.0,0.0,10.0,221.0,200.0,260.0,254.0
2024-09-20 04:00:00,995.0,25.3,96.0,0.8,80.0,0.0,9.0,329.0,270.0,396.0,392.0
2024-09-20 05:00:00,995.7,25.5,95.0,0.9,82.0,0.0,7.0,572.0,526.0,685.0,752.0
2024-09-20 06:00:00,995.7,25.5,96.0,0.9,69.0,0.0,6.0,1990.0,1401.0,2289.0,2303.0
2024-09-20 07:00:00,995.9,27.1,91.0,0.7,73.0,0.0,7.0,4867.0,3438.0,5388.0,5051.0
2024-09-20 08:00:00,996.6,29.6,80.0,0.2,0.0,0.0,6.0,3893.0,4249.0,4518.0,5657.0
2024-09-20 09:00:00,996.5,30.8,73.0,1.2,50.0,0.0,5.0,3354.0,3822.0,3846.0,5353.0
2024-09-20 10:00:00,996.4,31.5,68.0,1.6,79.0,0.0,6.0,3237.0,3493.0,3786.0,4591.0
2024-09-20 11:00:00,996.0,31.6,66.0,1.9,57.0,0.0,6.0,3349.0,3261.0,4060.0,4182.0
2024-09-20 12:00:00,995.1,32.7,63.0,0.8,129.0,0.0,10.0,3036.0,2903.0,3830.0,3773.0
2024-09-20 13:00:00,994.8,33.1,61.0,2.2,329.0,0.0,11.0,3636.0,3212.0,4517.0,4020.0
